,Submission Date,Instituição de ensino superior,"Se outra, qual?",Dentro da minha instituição sou,Idade,Orientação sexual,Caso queiras especificar:,Identidade de género,Caso queiras especificar:.1,Sou intersexo:,Indica o teu conhecimento sobre >> Temas LGBTI+,Indica o teu conhecimento sobre >> Iniciativas dinamizadas sobre temas LGBTI+ na tua faculdade,Indica o teu conhecimento sobre >> A importância da existência de casas de banho neutras,Tens um núcleo LGBTI+ na tua instituição?,Tens conhecimento de alguma iniciativa relacionada com casas de banho neutras na tua instituição?,"Uma casa de banho neutra, para mim, é...",Quão confortável te sentes a usar... >> a casa de banho feminina?,Quão confortável te sentes a usar... >> a casa de banho masculina?,Já usaste uma casa de banho neutra num espaço público?,Quão confortável te sentes ao usar...,Quão confortável achas que te sentirias ao usar...,Queres justificar a tua resposta à pergunta anterior?,A tua instituição tem casas de banho neutras?,Como funcionam e quantas há?,Já sofreste discriminação ao utilizar uma casa de banho pública?,Esse episódio de discriminação foi numa instituição de ensino superior?,Como seria para ti uma casa de banho neutra segura?,Há mais alguma coisa que gostarias de nos dizer?
58,2022/07/07 09:58:01,Outra,Faculdade de Letras da Universidade de Lisboa,Alune,30-39,"Homossexual
Em questionamento",,Pessoa não-binária,,Não,4 - suficiente ,3 - algum,4 - suficiente ,Sim,Não,"Importante. Nas nossas casas, não fazemos distinção de casas de banho. Na sociedade de hoje em dia, não faz qualquer sentido que os WC sejam binários. Assim, poderemos proteger pessoas trans e não binárias de possíveis agressões.",5,2,SIM,5,,Não,Não tenho a certeza,,Não,,Não sei,Não
59,2022/07/07 09:50:29,Universidade de Coimbra,,Ex-alune,24-26,Heteressexual,"HETEROSSEXUAL, POIS A OPSSÃO QUE ESCOLHI NEM EXISTE.",Não me identifico com estas opções,SOU HOMEM.,Não quero especificar,1 - nenhum,1 - nenhum,1 - nenhum,Não sei,"Sim, as casas de banho neutras são aquelas em que o pH não é ácido nem básico.",já respondi a isso,nunca usei,5,NÃO,,5,A casa de banho é para mijar e defecar. Não é para socializar ou marcar uma posição social em relação aos meus problemas mentais.,Não tenho a certeza,,Sim,Sim,Uma que tivesse tubagens em PVC devidamente seladas e um bom saneamento que permita que os odores a fezes intensos se dissipem rapidamente após o utente (tão a ver? linguagem neutra) se borrar todo.,"Sim, preocupem-se com os preços dos combustiveis"
60,2022/07/07 01:50:37,Outra,"Universidade Nova de Lisboa,  Faculdade de Ciências Sociais e Humanas",Alune,22-23,Bissexual/Pansexual,,Pessoa não-binária,,Sim,5 - muito,4 - suficiente ,5 - muito,Não sei,,"Penso que a casa de banha neutra pode facilitar o acesso indiscriminado a uma necessidade básica que todos temos. Pode ser frequentada por quem assim o entenda. Enquanto pessoa não binária, confesso que prefiro evitar sempre utilizar casas de banho publicas para não ter de me confrontar com situações para mim desconfortaveis. Para além do desconforto interno que me causa ter naquele momento de fazer uma escolha com base num género que nada me diz, esta é mesmo, várias vezes, dependendo do local uma escolha que tem por base a minha segurança e conforto básicos. Para uma pessoa trans binária esta escolha pode também ser difícil e afetar a sua segurança... Acho que espaço onde estudamos ou trabalhamos deve ser um espaço inclusivo, confortável, seguro e que assegure acesso a este tipo de necessidades básicas a toda a gente de forma igual. A casa de banho neutro é essencial na minha opinião.",1,1,SIM,5,,"O simples facto de não ser obrigade a escolher um espaço com base num género que não sou já contribui imenso para me sentir confortável. Ja varias vezes ao ter de escolher entre uma ou outra casa de banho me deparei com comentários como ""a casa de banho das senhoras é do outro lado"" ""não devia estar na casa de banho das mulheres?"" ""Não pode estar aqui"" etc. A utilização deste espaço publico e uma necessidade humana básica que deve ser acessível e uma experiência confortável e segura!",Não,,Sim,Não,"Uma casa de banho sem sinalização de género e com vários cubículos privados divididos,  incluindo sanitas e urinois e espaço para pessoas com dificuldades de mobilidade.",
61,2022/07/07 01:21:08,Outra,University of Aveiro,Alune,20-21,"Bissexual/Pansexual
Em questionamento",,Mulher cisgénero,,Não,3 - algum,3 - algum,5 - muito,Sim,Nope,For anyone and everyone,5,3 ,SIM,4,,,Não,,Não,,,
62,2022/07/06 22:38:25,Universidade de Coimbra,,Alune,18-19,Heteressexual,,Não me identifico com estas opções,,Não,5 - muito,2 - pouco,3 - algum,Não sei,,"Para todes, para quem a queira usar, para quem precisar dela.",5,3 ,SIM,5,,,Não,,Não,,,
63,2022/07/06 22:22:37,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,,Alune,22-23,Em questionamento,,Não quero especificar,,Não,1 - nenhum,1 - nenhum,1 - nenhum,Não,,,5,5,SIM,5,,,Não,,Não,,,
64,2022/07/06 22:15:23,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,,Alune,30-39,"Assexual
Bissexual/Pansexual
Heteressexual
Homossexual
Em questionamento",,"Mulher trans
Mulher cisgénero
Homem trans
Homem cisgénero
Pessoa não-binária",,Não,5 - muito,5 - muito,5 - muito,Sim,,,nunca usei,nunca usei,NÃO,,5,,Não,,Não,,,
65,2022/07/06 21:55:45,Outra,Universidade de Lisboa - Instituto Superior de Agronomia,Ex-alune,27-29,"Assexual
Homossexual",Demissexual,Mulher cisgénero,,Não,5 - muito,1 - nenhum,5 - muito,Não sei,,For all. Inclusive. Private.,5,nunca usei,SIM,5,,,Não tenho a certeza,,Não,,,
66,2022/07/06 21:49:01,Outra,Iscte,Alune,40-49,Heteressexual,,Homem cisgénero,,Não,1 - nenhum,1 - nenhum,1 - nenhum,Não,Nao tenho,Para homens e mulheres poderem aliviar-se mais rapidamente das suas necessidades  ,5,5,SIM,5,,É bom para travar amizades com diferentes seres humanos,Não,,Não,,"Com iguais retretes para todos, e com portas de vidro para que deixasse de existir discriminação","Está muito bem pensado o inquérito. Gostei imenso. Senti-me realizado enquanto ser humano e espero no futuro que todas as casas de banho sejam neutras, para travar mais conhecimentos e dialogar mais com outros seres humanos, por forma a não discriminarmos ninguém"
67,2022/07/06 21:05:11,Outra,Universidade da Santa Cona de Assobio,Investigadore,mais de 50,"Não me identifico com estas opções
Não quero especificar",,"Não me identifico com estas opções
Não quero especificar",,Não quero especificar,5 - muito,5 - muito,5 - muito,Sim,Não esporrar nos tampos das sanitas,uma merda porque as gajas são umas porcas,5,5,SIM,5,,porque usam um spray para cheirar bem,Sim,"2

abertas quando não está ninguém

fechadas quando alguém vai cagar",Prefiro não responder,,com uma porta,bardamerda de questionário
68,2022/07/06 20:08:01,Outra,Universidade da Madeira,Outro,27-29,Heteressexual,HeterOsexual,Homem cisgénero,....,Não,4 - suficiente ,4 - suficiente ,4 - suficiente ,Não sei,Não,Desnecessária,1,5,SIM,2,,Não,Não tenho a certeza,,Não,,,Não
69,2022/07/06 19:57:56,Universidade de Lisboa - Faculdade de Ciências,,Ex-alune,22-23,"Heteressexual
Não me identifico com estas opções",,Não me identifico com estas opções,,Não quero especificar,1 - nenhum,1 - nenhum,5 - muito,Não,"Sim, quando abrirem vou começar a assediar gajas na casa de banho.",Um sitio onde posso ver gajas nuas sem ser na net.,5,5,SIM,5,,"Adorei tomar banho numa casa de banho neutra, bastava subir a parede para ver gajas nuas a tomar banho.",Não tenho a certeza,,Não,,Com um policia à porta.,"Quem tem estas ideias, deve achar que pagamos poucos impostos, que as pessoas são ricas, que as infraestruturas portuguesas são topo, que os hospitais estão vazios, que as pessoas no geral não se sentem vazias e sem rumo para a vida. Que não existem de facto problemas graves no país e que vale a pena perder tempo com ideias de merda que não vão acrescentar nada senão a pessoas doentes.

Por último gostava de saber quem realmente apoia estas causas de pessoas doentes e qual o interesse? Será monetário, será em termos de  poder social ou simplesmente populismo e manter tachos sem fazer nada de útil à esmagadora maioria da população?"
70,2022/07/06 19:55:16,Universidade de Lisboa - Faculdade de Ciências,,Outro,18-19,Não me identifico com estas opções,Sinto-me atraídx por Apaches da geração IV.,Não me identifico com estas opções,Cis-Apache-Trans Tomahawk,Não,5 - muito,5 - muito,5 - muito,Sim,O meu sonhx é ver gajas cis-trans-bonitas a cagar. Fico logo com vontade de não trair a minha aparência por Apaches IV.,Cagar com muito mais cuidado.,nunca usei,nunca usei,SIM,5,,"Vai ser um fartote, ter mulheres a retocar a maquilhagem e homens cis-trans-coiso a abanar para sair a ultima gota. Noção por aí? Há?",Não tenho a certeza,,Não,,"Individual, que só fosse usada por mim.","Ganhem noção. Umas das conquistas do século passado, ter casas de banho mais privadas (porque um homem e uma mulher não são iguais em termos de canalização) e existem alucinados destes com estes pedidos."
71,2022/07/06 19:39:57,Outra,"Faculdade de Ciências Sociais e Humanas, da Universidade Nova de Lisboa",Alune,20-21,Bissexual/Pansexual,,Não me identifico com estas opções,,Não,3 - algum,3 - algum,5 - muito,Não sei,,"Para todas as pessoas, independentemente do sexo atribuído à nascença, identidade de género ou orientação sexual. Deve ser um local que promove a segurança também",3 ,nunca usei,NÃO,,5,"Promovendo um espaço de inclusão, pois literalmente parece me promover exclusão de género, sexo ou orientação sexual, deverá acima de tudo ser um local seguro. Está também dependente da capacidade de aceitação das pessoas e sobretudo de respeito. A aceitação é a parte mais complicada, mas o mínimo é o respeito.",Não tenho a certeza,,Não,,,
72,2022/07/06 19:32:23,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Outro,20-21,Não me identifico com estas opções,anatissexual,Não me identifico com estas opções,Phobosgeneris - ofende-me usarem a minha sexualidade para vosso gaudio,Não quero especificar,5 - muito,5 - muito,5 - muito,Sim,Conheço estudantes que sofreram agressão sexual por unidades de carbono que em condições não deveriam estar naquelas instalações sanitarias,um risco acrescido de violência sexual,5,nunca usei,NÃO,,1,Risco de violencia sexual. infelizmente conheço casos reais,Não,,Não,,Uma casa de banho neutra ou tem privacidade ou segurança,Esta luta pelas casas de banho só vai prejudicar as que de nós são mais frágeis. Desvia-se os assuntos e parece ir de modas. é ofensiva esta iniciativa.
73,2022/07/06 19:05:54,Universidade de Lisboa - Faculdade de Ciências,,"Docente
Ex-alune
Outro",menos de 18,"Assexual
Bissexual/Pansexual
Heteressexual
Homossexual",,"Mulher trans
Mulher cisgénero
Homem trans
Homem cisgénero
Pessoa não-binária
Não me identifico com estas opções
Não quero especificar",,Sim,5 - muito,2 - pouco,1 - nenhum,Não,,,nunca usei,nunca usei,NÃO,,5,,Não,,Sim,Não,,
74,2022/07/06 19:02:26,Universidade Nova de Lisboa - School of Business and Economics,,Alune,20-21,Heteressexual,,Homem cisgénero,,Não,5 - muito,4 - suficiente ,1 - nenhum,Não sei,,Uma estupidez,nunca usei,5,NÃO,,1,,Não,,Não,,,Adiram a causas sérias
75,2022/07/06 18:58:21,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,,Investigadore,27-29,Heteressexual,,Não me identifico com estas opções,,Não,5 - muito,5 - muito,5 - muito,Sim,,,1,1,SIM,1,,,Não,,Não,,,you are sick. get a doctor
76,2022/07/06 18:48:35,Universidade de Lisboa - Instituto Superior Técnico,,Prefiro não responder,menos de 18,Não quero especificar,,Não quero especificar,,Não quero especificar,1 - nenhum,1 - nenhum,1 - nenhum,Não sei,,,nunca usei,5,,1,1,,Não tenho a certeza,,Prefiro não responder,,,
77,2022/07/06 17:01:36,Outra,Instituto Superior de Engenharia de Lisboa,Alune,20-21,Bissexual/Pansexual,,Pessoa não-binária,,Não,5 - muito,5 - muito,5 - muito,Não,Não,"Um lugar seguro para pessoas trans de gênero diverso poderem usar sem estarem preocupadas se as vão aceitar, se vão sofrer algum tipo de violência",1,1,SIM,5,,,Não,,Sim,Não,,
78,2022/07/06 16:49:28,Universidade de Coimbra,,Ex-alune,30-39,Homossexual,,Pessoa não-binária,,Não,4 - suficiente ,2 - pouco,5 - muito,Não,,Uma casa de banho neutra destina-se a todas as pessoas que necessitem de utilizar instalações sanitárias,4,3 ,SIM,5,,,Não tenho a certeza,,Não,,"Uma em que estivessem garantidas as condições de higiene, segurança e privacidade",
79,2022/07/06 16:06:08,Outra,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,Ex-alune,24-26,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,2 - pouco,2 - pouco,Não sei,,,5,2,SIM,5,,,Não tenho a certeza,,Não,,,
80,2022/07/05 21:39:20,Outra,Universidade do Minho,Alune,18-19,"Assexual
Homossexual
Em questionamento","Identifico-me como pessoa lésbica, mas, ao mesmo tempo, estou em questionamento em relação ao espectro aroace.",Pessoa não-binária,,Não,5 - muito,4 - suficiente ,5 - muito,Sim,Não,"Uma casa de banho neutra é para qualquer um, mas tem como principal objetivo abranger pessoas trans binárias e não-binárias

<span style=""color: initial; letter-spacing: 0.4px; font-size: 12.8px;"">Com casas de banho neutras, </span><span style=""color: initial; font-size: 0.8em; letter-spacing: 0.4px;"">ninguém terá de passar por ter que se dar missgender a si próprie ou por a sua segurança em risco apenas por utilizar uma casa de banho. </span>
<span style=""color: initial; font-size: 0.8em; letter-spacing: 0.4px;"">Penso, ainda, que seria um espaço seguro para pessoas TME (pessoas exentas de transmisoginia) trocarem o binder ou fazer pausas do mesmo, já que não é possível utilizá-lo durante mais de 8 horas seguidas. </span> <span style=""color: initial; font-size: 0.8em; letter-spacing: 0.4px;""></span> 
### Para mim e para além deste último ponto, a existência de uma casa de banho neutra representaria um espaço seguro, onde posso entrar sem ninguém me julgar por não representar, aos olhos da sociedade, o que alguém do meu gênero marcado à nascença se deva parecer. ",1,1,NÃO,,5,"Se, atualmente, eu quiser ir a uma casa de banho, apenas duas se encontram disponíveis, e ambas têm um gênero imposto a si mesmas. 

Em primeiro lugar, não me identifico com nenhum destes géneros, por isso teria que me auto-atribuir um gênero a fim de poder usar uma delas, o que me faz sentir bastante disforia. 

Em segundo lugar, quando entro em qualquer uma destas duas casas de banho, as pessoas julgam-me: se entrar na casa de banho ""feminina"", serei julgade por ser demasiado masculine para estar lá, mas se entra na casa de banho ""masculina"" serei julgade por ser femenine de mais. Ambas estas situações tornam casas de banho em ambientes inseguros para pessoas como eu. 

Ao utilizar uma casa de banho neutra, não teria que passar por nenhuma destas situações.",Não,,Sim,Sim,,
81,2022/07/05 21:01:32,"Nenhuma, nunca frequentei/trabalhei no contexto de ensino superior",,Alune,18-19,Bissexual/Pansexual,,Homem trans,,Não,5 - muito,1 - nenhum,5 - muito,Não,,,3 ,5,SIM,5,,,Não tenho a certeza,,Sim,Não,,
82,2022/07/05 20:44:59,Outra,Utad,Ex-alune,30-39,Bissexual/Pansexual,,Mulher cisgénero,,Não,4 - suficiente ,1 - nenhum,5 - muito,Não sei,Ni,For those who doesn't identify as woman or man.,5,1,NÃO,,5,,Não tenho a certeza,,Não,,,
83,2022/07/05 17:33:18,Outra,Instituto Politécnico de Setúbal,Ex-alune,22-23,Bissexual/Pansexual,,Mulher cisgénero,,Não,5 - muito,2 - pouco,5 - muito,Não,,Essencial,5,3 ,NÃO,,4,,Não,,Não,,,
84,2022/07/05 16:30:41,Universidade de Évora,,Ex-alune,mais de 50,Heteressexual,,Mulher cisgénero,,Não,3 - algum,5 - muito,4 - suficiente ,Não sei,,Para todas as pessoas. Para que as pessoas não tenham de ser homem ou mulher.,5,1,NÃO,,4,"Penso que não haverá nenhum problema, desde que haja respeito e asseio.",Não tenho a certeza,,Não,,Onde as pessoas se sintam à vontade para ser quem são.,
85,2022/07/05 16:25:11,"Nenhuma, nunca frequentei/trabalhei no contexto de ensino superior",,Ex-alune,20-21,Homossexual,,Mulher cisgénero,,Não,5 - muito,5 - muito,5 - muito,Não,,,5,nunca usei,NÃO,,5,,Não,,Sim,Não,,
86,2022/07/05 16:09:02,Outra,Universidade de Aveiro,Ex-alune,30-39,Bissexual/Pansexual,,Pessoa não-binária,,Não,5 - muito,2 - pouco,5 - muito,Não sei,,"Para quem não se identifica com as casas de banho binárias, não se sente confortável ou segur@, em questionamento de identidade de género",1,3 ,NÃO,,5,"Sendo uma pessoa não binária com expressão de género “masculina” deixaria de ser olhada, abordará ou insultada no wc feminino e sentir-me-ia mais segura do que no wc masculino",Não tenho a certeza,,Sim,Sim,"Com cabines individuais apenas, fosse para sanita ou urinol",
87,2022/07/05 15:23:29,Outra,Instituto Politécnico de Leiria,Alune,18-19,Homossexual,,Pessoa não-binária,,Não,5 - muito,5 - muito,4 - suficiente ,Não sei,,"Algo perfeito caso não vivêssemos na sociedade que vivemos onde existem muito perigos relacionados com LGBTfobia, porém não vejo que seja uma boa ideia implementar isso na sociedade por esses mesmos motivos",5,3 ,SIM,5,,"As casas de banho neutras que já utilizei foram em festivais locais e em cafés que só tinham um WC. Na minha experiência, os WC neutros nos festivais serviam para a sua função original mas também serviam para sexo, tentativas de violação, etc etc.

Felizmente eu não tive más experiências, mas vi acontecer e ouvi sobre acontecimentos.",Não,,Sim,Não,"Teria, infelizmente, de existir alguém a vigiar, porquê de resto sería um WC normal onde as pessoas iam fazer as suas necessidades, ver-se ao espelho e estaria tudo bem.",
